Wavelength,5.5,5.54257822,5.585156441,5.627734184,5.670312405,5.712890625,5.755468845,5.798047066,5.840624809,5.88320303,5.92578125,5.96835947,6.010937691,6.053515434,6.096093655,6.138671875,6.181250095,6.223828316,6.266406059,6.30898428,6.3515625,6.39414072,6.436718941,6.479296684,6.521874905,6.564453125,6.607031345,6.649609566,6.692187309,6.73476553,6.77734375,6.81992197,6.862500191,6.905077934,6.947656155,6.990234375,7.032812595,7.075390816,7.117968559,7.16054678,7.203125,7.24570322,7.288281441,7.330859184,7.373437405,7.416015625,7.458593845,7.501172066,7.543749809,7.58632803,7.62890625,7.67148447,7.714062691,7.756640434,7.799218655,7.841796875,7.884375095,7.926953316,7.969531059,8.012109756,8.0546875,8.097265244,8.139843941,8.182421684,8.225000381,8.267578125,8.310155869,8.352734566,8.395312309,8.437891006,8.48046875,8.523046494,8.565625191,8.608202934,8.650781631,8.693359375,8.735937119,8.778515816,8.821093559,8.863672256,8.90625,8.948827744,8.991406441,9.033984184,9.076562881,9.119140625,9.161718369,9.204297066,9.246874809,9.289453506,9.33203125,9.374608994,9.417187691,9.459765434,9.502344131,9.544921875,9.587499619,9.630078316,9.672656059,9.715234756,9.7578125,9.800390244,9.842968941,9.885546684,9.928125381,9.970703125,10.01328087,10.05585957,10.09843731,10.14101601,10.18359375,10.22617149,10.26875019,10.31132793,10.35390663,10.39648438,10.43906212,10.48164082,10.52421856,10.56679726,10.609375,10.65195274,10.69453144,10.73710918,10.77968788,10.82226563,10.86484337,10.90742207,Class
P_1,2.020024104,1.897195104,1.804072652,1.751409949,1.725490054,1.727578024,1.767444746,1.917142702,2.129314246,2.398994854,2.714708563,3.090329336,3.43528978,3.733081951,3.94955497,4.057716862,3.904723945,3.736430101,3.504840217,3.211022321,2.958591049,2.722014657,2.581904836,2.404815931,2.268169057,2.157098321,2.022777113,1.888414369,1.765922295,1.644486851,1.517711628,1.421480694,1.331474674,1.239889003,1.213008024,1.186037734,1.209695844,1.192966838,1.197034214,1.182453169,1.164921054,1.150243996,1.13385205,1.112134107,1.100761428,1.083238441,1.079904281,1.073289999,1.0791856,1.058072433,1.026488371,1.016770447,0.985240179,0.958610667,0.923889508,0.888411566,0.852024702,0.809443053,0.7780083,0.752209318,0.74020003,0.713637039,0.692150005,0.669780462,0.650161329,0.625622047,0.600968211,0.564862815,0.527464342,0.496859189,0.457631683,0.426956089,0.412982039,0.406833488,0.41216655,0.425273613,0.447283605,0.466049103,0.488666963,0.503410551,0.535215344,0.582990609,0.600152195,0.628415398,0.665275507,0.702443372,0.762627549,0.803364486,0.849041759,0.905683596,0.945540603,0.988453995,1.04564462,1.087763763,1.104433145,1.129821454,1.166738887,1.191963004,1.217113783,1.266173268,1.284627181,1.318416078,1.346921767,1.361909038,1.398925448,1.427714279,1.463130702,1.472715801,1.518675788,1.553404826,1.587542783,1.593756856,1.641881837,1.654153543,1.710119449,1.747714108,1.832242122,1.88812617,1.92586803,2.026836858,2.058162639,2.132128057,2.194023268,2.266591794,2.300490771,2.324203527,2.400115631,2.399703776,0
P_2,2.022988998,1.898725639,1.799529287,1.750810652,1.726738121,1.721408537,1.773550752,1.906135167,2.117890275,2.40679522,2.715893625,3.109590786,3.418316851,3.744514749,3.971279259,4.076746289,3.881564535,3.709993431,3.477024053,3.216365542,2.947913825,2.710231355,2.581350351,2.406411351,2.264117145,2.146817628,2.017413115,1.892364652,1.756991951,1.635830428,1.527894562,1.424700099,1.325426663,1.249373651,1.200492975,1.196213355,1.195442286,1.200338535,1.196192388,1.180916233,1.151339436,1.155865493,1.128609618,1.113202582,1.088806327,1.080755899,1.078798708,1.06981176,1.07426324,1.053659351,1.041522047,1.018801055,0.982819367,0.954434447,0.920170923,0.88883693,0.850773725,0.821086009,0.779186683,0.7551572,0.732756463,0.714176548,0.6886452,0.671446694,0.65906752,0.622993459,0.595884661,0.561097051,0.525272411,0.498791848,0.466633298,0.432755624,0.41410208,0.411050943,0.412876083,0.430906996,0.441296154,0.469628158,0.490256456,0.499615822,0.542171237,0.568720937,0.59820157,0.625740859,0.668942627,0.70877512,0.752957176,0.809915119,0.840628052,0.906326062,0.94500082,1.004315716,1.037617485,1.08152664,1.103127388,1.130495302,1.182525059,1.181190586,1.219398294,1.255605357,1.27846801,1.297509312,1.326200842,1.362944891,1.400155418,1.424610757,1.449821218,1.484007108,1.521790074,1.552694356,1.583241924,1.601121546,1.628182706,1.640224697,1.712645671,1.774188292,1.838368902,1.873282551,1.904812153,2.019563112,2.062349507,2.120197029,2.195447734,2.226725125,2.340945081,2.353858546,2.377643376,2.424370788,0
P_3,2.019061619,1.900050732,1.803403954,1.755927729,1.721421667,1.725233446,1.762872226,1.908357173,2.114930356,2.403696757,2.720565537,3.100506589,3.414229121,3.736914994,3.950333746,4.069358343,3.881275394,3.714730594,3.503693467,3.212518679,2.951375431,2.73107446,2.579354206,2.395547416,2.253477392,2.149196919,2.030865041,1.881771923,1.753456362,1.650491537,1.533518428,1.424645066,1.325711162,1.246403938,1.205762187,1.193591923,1.203724759,1.195995436,1.179830058,1.172441797,1.169231668,1.146617086,1.131192045,1.120108868,1.08309273,1.087109826,1.084776952,1.088365834,1.069978123,1.055550962,1.035131383,1.0177449,0.986184862,0.960500529,0.925949322,0.886544738,0.854580062,0.818185213,0.778645007,0.759179741,0.730027797,0.714674683,0.693629996,0.672445593,0.645816493,0.623580082,0.592663463,0.559442451,0.528192516,0.491898665,0.46947144,0.436113727,0.414469512,0.400718774,0.415059263,0.425305582,0.431397832,0.467091991,0.493704281,0.510967167,0.532716298,0.564127167,0.601054039,0.629616071,0.662374506,0.709722093,0.755355551,0.791652915,0.853729793,0.887328017,0.943617368,0.989598883,1.034481692,1.083565148,1.105138663,1.134213033,1.170718789,1.195114156,1.228653632,1.260747766,1.287116029,1.305858398,1.344852896,1.368473702,1.393909612,1.426438023,1.46011204,1.482945372,1.536434191,1.528272553,1.576240445,1.585183038,1.639557349,1.658748979,1.707712482,1.753824649,1.81725378,1.874431952,1.934302849,2.034851133,2.077438268,2.122133423,2.160211369,2.244348934,2.310840654,2.323065586,2.414732173,2.418784846,0
P_4,2.02538553,1.895227437,1.795508704,1.755135837,1.72663869,1.725844137,1.765593831,1.909788482,2.123047111,2.410686844,2.723862901,3.07208544,3.433507566,3.74435395,3.953716096,4.04970883,3.89127687,3.714770434,3.507244692,3.215678373,2.967968695,2.709076342,2.582846171,2.410348828,2.270722412,2.148563639,2.016053873,1.887472912,1.765892718,1.65006067,1.526419415,1.430556834,1.332418744,1.244669909,1.194661928,1.188532548,1.192305861,1.199543621,1.198613438,1.182307352,1.163456932,1.164342489,1.135390879,1.115433091,1.094073876,1.083849658,1.090906716,1.080106971,1.076218345,1.06639288,1.034661894,1.023142251,0.985818516,0.961866555,0.921364636,0.886347214,0.849490161,0.812243974,0.794453825,0.758715046,0.731359487,0.709032181,0.691016342,0.673584674,0.647430629,0.626104285,0.593335391,0.554022088,0.53020472,0.492209117,0.467479207,0.42804117,0.415949679,0.415457691,0.418326236,0.425584168,0.441993469,0.480529103,0.490232917,0.510331764,0.535751408,0.579214745,0.594606326,0.628856601,0.674252817,0.714282626,0.752188465,0.797741708,0.849201689,0.911156404,0.951439356,0.987361461,1.036275734,1.076668106,1.097711577,1.14808612,1.159228406,1.183806841,1.230453963,1.255895321,1.293268283,1.319126313,1.320511097,1.368315979,1.393620292,1.434890803,1.464637751,1.483040756,1.517994892,1.535681509,1.585505169,1.597527847,1.627696358,1.661920932,1.72638387,1.756684374,1.822427169,1.897265357,1.948704154,2.034295736,2.064291352,2.1333787,2.154075206,2.234382267,2.301835653,2.328936951,2.402652297,2.452617881,0
P_5,2.03453743,1.89600583,1.80583415,1.753776405,1.72776661,1.736720041,1.769863453,1.91219108,2.122135456,2.40362115,2.726599573,3.100496293,3.43725636,3.74861713,3.975987406,4.072845267,3.900740222,3.720412533,3.518296469,3.231242431,2.975543174,2.715113048,2.572688781,2.399355995,2.274921856,2.148774733,2.016691018,1.898491056,1.772423045,1.64057525,1.526386797,1.437849708,1.347621885,1.250067049,1.205884652,1.19183214,1.1967296,1.201415203,1.188249385,1.171779765,1.169499223,1.152083023,1.141210372,1.122006608,1.103795595,1.092685081,1.079714098,1.080134039,1.073808805,1.058008328,1.044829496,1.010345836,0.984537772,0.96315251,0.924480716,0.891949535,0.852916317,0.816968152,0.786416805,0.758172195,0.732355533,0.711680905,0.689882678,0.671931034,0.656009068,0.619275305,0.592957982,0.559240232,0.521793669,0.495895255,0.466042348,0.436853921,0.409732563,0.402041663,0.41533773,0.424634234,0.441972195,0.467550813,0.484735971,0.525367938,0.54165589,0.565806653,0.597333427,0.634706982,0.677547269,0.701404351,0.755675614,0.80120969,0.855650343,0.899785728,0.939079865,0.996517806,1.034635663,1.080150784,1.116349024,1.145178367,1.180737303,1.200245105,1.240370786,1.274874961,1.297158577,1.320652416,1.337619552,1.370940424,1.404534461,1.44375014,1.451165549,1.483392584,1.530142392,1.540581249,1.575020307,1.593833092,1.643871613,1.678092381,1.726330205,1.766323013,1.83187244,1.901927934,1.930744662,2.033153276,2.065837311,2.120147108,2.166024287,2.254358797,2.326430503,2.317235352,2.394659271,2.455821334,0
P_6,2.027715683,1.902293462,1.808181415,1.767766155,1.72337818,1.719876416,1.775878926,1.915728476,2.133569951,2.411266022,2.717347385,3.094591737,3.435097964,3.760403686,3.970636195,4.067825117,3.899139905,3.721850567,3.50133303,3.210052577,2.963325653,2.726202257,2.588380704,2.407125155,2.262781223,2.163048232,2.03519327,1.890807995,1.764344115,1.642064277,1.539350625,1.420846761,1.334507205,1.252003632,1.214793433,1.183513948,1.204465259,1.194228843,1.190102468,1.179221772,1.161676415,1.148200396,1.127259955,1.112946361,1.093239506,1.089345371,1.084715299,1.064403365,1.074777578,1.058078539,1.041259774,1.020222879,0.988496259,0.958371419,0.922711799,0.884416077,0.856851191,0.815569017,0.786307951,0.758579971,0.735364599,0.716240252,0.689303804,0.669629368,0.65909639,0.632564901,0.59617389,0.569259502,0.532883953,0.499959876,0.460328511,0.434931836,0.419269092,0.415282459,0.420314489,0.424636517,0.453213143,0.461854672,0.494365847,0.508351026,0.539830162,0.580375429,0.589113032,0.639700911,0.649261814,0.704822659,0.760862311,0.806519473,0.866946961,0.888139113,0.951293657,0.992662938,1.049229954,1.075569607,1.120699721,1.147948628,1.183243974,1.200570105,1.220122518,1.260430316,1.283189765,1.330980708,1.34219432,1.378457105,1.407901614,1.436177485,1.452106885,1.498358531,1.515645803,1.557796371,1.609205018,1.587448824,1.633998549,1.662293432,1.713317476,1.780778903,1.810476274,1.898481974,1.927163385,2.020676341,2.0913519,2.116550196,2.186380459,2.227946121,2.293813938,2.355068465,2.363601379,2.43212763,0
P_7,2.017209943,1.896484051,1.80263238,1.767506972,1.724376633,1.721916727,1.778749185,1.905532382,2.136285184,2.416869504,2.706392932,3.105093302,3.436345699,3.755022954,3.973644816,4.083405845,3.901390789,3.734267359,3.503126258,3.22822242,2.970142537,2.732538561,2.589846865,2.415531511,2.277997963,2.148995931,2.031050194,1.887257539,1.774739611,1.64118459,1.534922027,1.430634092,1.334576465,1.245848792,1.214930938,1.189537985,1.195418744,1.191904096,1.19369355,1.182759705,1.156502616,1.162077269,1.139192253,1.120647889,1.097901481,1.086756074,1.086106148,1.0808503,1.086127099,1.055887769,1.035028276,1.020483928,0.974627878,0.952830139,0.927738008,0.885131755,0.853293782,0.816816129,0.782713192,0.764422213,0.7339852,0.711224971,0.686521554,0.672972743,0.650928064,0.620923025,0.592137913,0.557283653,0.531380359,0.499017022,0.468308316,0.431061445,0.421870343,0.40554413,0.417393929,0.429469535,0.439450043,0.464136741,0.490275039,0.511462351,0.542974039,0.572584151,0.605355659,0.631272974,0.67612032,0.710609096,0.737123144,0.805072742,0.860588702,0.911145255,0.943294053,0.992617473,1.045463153,1.090322827,1.100998527,1.149413395,1.171714105,1.20261761,1.232499794,1.272718777,1.290587134,1.323377995,1.354023443,1.374838015,1.407705342,1.430475283,1.451442323,1.492691767,1.516845476,1.558428272,1.580858922,1.591631131,1.645772626,1.666503064,1.714778352,1.759250264,1.842844002,1.891569889,1.93401884,2.008735316,2.081053858,2.150133636,2.191571542,2.232113057,2.329916413,2.341269216,2.410576667,2.428175153,0
P_8,2.029955948,1.903125498,1.804762345,1.759550148,1.723274606,1.725942322,1.770919682,1.909646938,2.129899652,2.414738241,2.730477819,3.106093696,3.43676099,3.735881861,3.979430304,4.078702109,3.909422491,3.706366096,3.517183188,3.217489417,2.981123981,2.728355028,2.584940319,2.404787962,2.275604919,2.145043546,2.02796576,1.890846379,1.764445524,1.640511887,1.534149732,1.426950084,1.340292028,1.250213873,1.209582231,1.196388261,1.20325392,1.201214868,1.190869702,1.180590539,1.162895278,1.149520532,1.143699278,1.110854063,1.096199157,1.084612631,1.087221125,1.085834976,1.081881228,1.05553977,1.034291507,1.016990646,0.984530933,0.959845492,0.91753873,0.882449109,0.850144616,0.82026668,0.789062983,0.761636592,0.736348928,0.702750875,0.694119174,0.672526177,0.650070475,0.626514921,0.59482827,0.564555442,0.524690613,0.479643479,0.45155122,0.429834175,0.411730474,0.411327852,0.416799124,0.421231826,0.43992989,0.462718125,0.497434573,0.513910482,0.536133387,0.571228916,0.602701353,0.627284388,0.666598552,0.712991173,0.758879039,0.800764542,0.863051624,0.892353468,0.952013829,1.002545343,1.052428985,1.079560546,1.116014039,1.143062895,1.177976016,1.194307071,1.226528696,1.276607879,1.29672417,1.3163229,1.349545325,1.382225392,1.401347588,1.432144692,1.460892178,1.492766824,1.536351511,1.557385134,1.590682514,1.596967606,1.639538856,1.659157589,1.71082703,1.765416675,1.845295578,1.896951681,1.962763725,2.025825939,2.070319841,2.134332446,2.175792839,2.243562774,2.33388445,2.326081815,2.413919139,2.410989918,0
P_9,2.027376877,1.895636036,1.814984915,1.756674545,1.727551177,1.728686114,1.77461257,1.929796304,2.123633833,2.41671401,2.724979624,3.121947285,3.440070283,3.746498605,3.955146287,4.069483635,3.90707121,3.721765196,3.51962994,3.2117994,2.969045278,2.726748584,2.58777206,2.417683869,2.284552116,2.155867692,2.030442456,1.889268398,1.780128029,1.658713924,1.530702812,1.428321665,1.339701718,1.251838588,1.218556542,1.191300986,1.2027574,1.20308645,1.193380262,1.178414987,1.174251515,1.154276856,1.13676711,1.110895526,1.096532905,1.08573145,1.088170998,1.087064488,1.074015367,1.0614405,1.025837692,1.020497877,0.984017073,0.961608013,0.915189902,0.890096488,0.848140519,0.806663345,0.783578837,0.75065722,0.738254809,0.713153798,0.696382348,0.672910627,0.653556873,0.627733026,0.596851991,0.562646496,0.535847601,0.491079417,0.471004156,0.432231235,0.413366173,0.411438183,0.400712652,0.428387159,0.453378608,0.471456222,0.483670528,0.511636676,0.547600511,0.569365468,0.595876187,0.630482086,0.675823847,0.717339717,0.751138827,0.803589842,0.852186121,0.894995802,0.96103888,0.999675546,1.041685355,1.081966586,1.112502854,1.154813703,1.163072149,1.20619668,1.228412224,1.264316669,1.300087366,1.322302218,1.347292959,1.365131691,1.396932198,1.433639863,1.457966281,1.487455015,1.524004606,1.547988532,1.602894315,1.61163848,1.64547305,1.659982411,1.709127643,1.779127629,1.84238352,1.884545777,1.921245388,2.016118679,2.08641335,2.138186844,2.163778013,2.235848038,2.303500896,2.340463745,2.40969859,2.463019583,0
